chết	A	B-AP	O
một	M	B-NP	O
tên	N	B-NP	O
địch	N	B-NP	O
tại	E	B-PP	O
ấp	N	B-NP	B-LOC
Bàu_Tròn	NNP	I-NP	I-LOC
ở	E	B-PP	O
khoảng_cách	N	B-NP	O
...	CH	O	O
3	M	B-NP	O
m	Nu	B-NP	O
khiến	V	B-VP	O
quân	N	B-NP	O
ta	P	B-NP	O
nức_lòng	A	B-AP	O
,	CH	O	O
còn	C	O	O
bọn	Ne	B-NP	O
Mỹ	NNP	B-NP	B-LOC
-	CH	O	O
ngụy	N	B-NP	O
thêm	V	B-VP	O
kinh_hồn_bạt_vía	X	O	O
.	CH	O	O

Vì	C	O	O
súng	N	B-NP	O
...	CH	O	O
ống	N	B-NP	O
nước	N	B-NP	O
phải	V	B-VP	O
bắn	V	B-VP	O
tầm	N	B-NP	O
gần	A	B-AP	O
nên	C	O	O
ngay	T	O	O
giữa	E	B-PP	O
lòng	N	B-NP	O
địa_đạo	N	B-NP	O
,	CH	O	O
du_kích	N	B-NP	O
phải	V	B-VP	O
bố_trí	V	B-VP	O
tạo	V	B-VP	O
những	L	B-NP	O
ổ	N	B-NP	O
châu_mai	N	B-NP	O
nhô	V	B-VP	O
lên	V	B-VP	O
khỏi	V	B-VP	O
mặt_đất	N	B-NP	O
,	CH	O	O
ngụy_trang	V	B-VP	O
là	V	B-VP	O
ụ	Nc	B-NP	O
đất	N	B-NP	O
,	CH	O	O
ổ	N	B-NP	O
gò	N	B-NP	O
mối	N	B-NP	O
hoặc	Cc	O	O
hốc	N	B-NP	O
cây	N	B-NP	O
...	CH	O	O

Không	R	O	O
có	V	B-VP	O
ximăng	N	B-NP	O
và	Cc	O	O
các	L	B-NP	O
vật_liệu	N	B-NP	O
khác	A	B-AP	O
,	CH	O	O
ổ	N	B-NP	O
châu_mai	N	B-NP	O
được	V	B-VP	O
thiết_kế	V	B-VP	O
là	V	B-VP	O
một	M	B-NP	O
hầm	N	B-NP	O
âm	A	B-AP	O
dưới	E	B-PP	O
đất	N	B-NP	O
,	CH	O	O
hình_chóp	N	B-NP	O
nón	N	B-NP	O
,	CH	O	O
vật_liệu	N	B-NP	O
chính	T	O	O
là	V	B-VP	O
thân	N	B-NP	O
tầm_vông	N	B-NP	O
dày	A	B-AP	O
nhiều	A	B-AP	O
lớp	N	B-NP	O
được	V	B-VP	O
trét	V	B-VP	O
dày	A	B-AP	O
bởi	E	B-PP	O
đất	N	B-NP	O
trộn	V	B-VP	O
rơm	N	B-NP	O
.	CH	O	O

Ông	Ns	B-NP	O
Út	NNP	B-NP	B-PER
Kang	NNP	I-NP	I-PER
cười	V	B-VP	O
ha_hả	A	B-AP	O
:	CH	O	O
""""	CH	O	O
Bà_con	N	B-NP	O
mình	P	B-NP	O
đi	V	B-VP	O
làm_vườn	V	B-VP	O
làm_đồng	V	B-VP	O
qua_lại	V	B-VP	O
mỗi	L	B-NP	O
ngày	N	B-NP	O
mà_còn	C	O	O
không	R	O	O
phát_hiện	V	B-VP	O
được	R	O	O
,	CH	O	O
huống_hồ	C	O	O
thằng	Ns	B-NP	O
địch	N	B-NP	O
lúc	N	B-NP	O
dớn_da_dớn_dác	A	B-AP	O
...	CH	O	O
""""	CH	O	O
.	CH	O	O

Xung_quanh	N	B-NP	O
ổ	N	B-NP	O
chiến_đấu	V	B-VP	O
được	V	B-VP	O
bố_trí	V	B-VP	O
dày_đặc	A	B-AP	O
các	L	B-NP	O
kiểu	N	B-NP	O
hầm	N	B-NP	O
chông	N	B-NP	O
,	CH	O	O
hố	N	B-NP	O
chông	N	B-NP	O
.	CH	O	O

Nhiều	A	B-AP	O
loại	N	B-NP	O
chông	N	B-NP	O
sắt	N	B-NP	O
bằng	E	B-PP	O
ngón	N	B-NP	O
tay	N	B-NP	O
được	V	B-VP	O
chặt	V	B-VP	O
ngạnh	N	B-NP	O
trê	N	B-NP	O
như	C	O	O
lưỡi_câu	N	B-NP	O
,	CH	O	O
khi	N	B-NP	O
giặc	N	B-NP	O
đạp	V	B-VP	O
phải	V	B-VP	O
thì	C	O	O
chỉ	R	O	O
còn	V	B-VP	O
nước	N	B-NP	O
bê	V	B-VP	O
nguyên	R	O	O
bàn_chông	N	B-NP	O
về	V	B-VP	O
Sài_Gòn	NNP	B-NP	B-LOC
giải_phẫu	V	B-VP	O
.	CH	O	O

Nhưng	C	O	O
đó	P	B-NP	O
là	V	B-VP	O
những	L	B-NP	O
thằng	Ns	B-NP	O
giặc	N	B-NP	O
may_mắn	A	B-AP	O
.	CH	O	O

Gặp	V	B-VP	O
các	L	B-NP	O
loại	N	B-NP	O
chông	N	B-NP	O
hầm	N	B-NP	O
dày_đặc	A	B-AP	O
lao	N	B-NP	O
tầm_vông	N	B-NP	O
là	C	O	O
coi	V	B-VP	O
như	C	O	O
bị	V	B-VP	O
xăm	V	B-VP	O
nhừ	A	B-AP	O
;	CH	O	O
chông	N	B-NP	O
treo	V	B-VP	O
như	C	O	O
quả	N	B-NP	O
cầu_gai	N	B-NP	O
sắt	N	B-NP	O
thì	C	O	O
bị	V	B-VP	O
băm	V	B-VP	O
toác	A	B-AP	O
đầu	N	B-NP	O
hoặc	Cc	O	O
nát	A	B-AP	O
ngực	N	B-NP	O
;	CH	O	O
chông	N	B-NP	O
bàn	N	B-NP	O
,	CH	O	O
chông	N	B-NP	O
thọt	A	B-AP	O
...	CH	O	O
thì	C	O	O
có	V	B-VP	O
nước	N	B-NP	O
cưa	V	B-VP	O
chân	N	B-NP	O
...	CH	O	O

Thường	R	O	O
dưới	E	B-PP	O
mỗi	L	B-NP	O
hầm	N	B-NP	O
chông	N	B-NP	O
đều	R	O	O
có	V	B-VP	O
chiến_hào	N	B-NP	O
hoặc	Cc	O	O
địa_đạo	N	B-NP	O
liên_thông	V	B-VP	O
để	E	B-PP	O
khi	N	B-NP	O
địch	N	B-NP	O
dính	V	B-VP	O
đòn	N	B-NP	O
thì	C	O	O
du_kích	N	B-NP	O
nhanh	A	B-AP	O
tay	N	B-NP	O
thu	V	B-VP	O
chiến_lợi_phẩm	A	B-AP	O
.	CH	O	O

Ông	Ns	B-NP	O
Chín	NNP	B-NP	B-PER
Ảnh	NNP	I-NP	I-PER
nhớ	V	B-VP	O
lại	V	B-VP	O
lần	N	B-NP	O
đầu_tiên	A	B-AP	O
""""	CH	O	O
chơi	V	B-VP	O
""""	CH	O	O
với	E	B-PP	O
lính	N	B-NP	O
Mỹ	NNP	B-NP	B-LOC
.	CH	O	O

Đó	P	B-NP	O
là	V	B-VP	O
khoảng	A	B-AP	O
cuối	A	B-AP	O
năm	N	B-NP	O
1963	M	B-NP	O
.	CH	O	O

Lúc	N	B-NP	O
này	P	B-NP	O
ông	Ns	B-NP	O
chiến_đấu	V	B-VP	O
ở	E	B-PP	O
ấp	N	B-NP	B-LOC
Bàu_Cạp	NNP	I-NP	I-LOC
,	CH	O	O
chung	V	B-VP	O
ấp	N	B-NP	O
với	E	B-PP	O
anh_hùng	N	B-NP	O
du_kích	N	B-NP	O
Phạm	NNP	B-NP	B-PER
Văn	NNP	I-NP	I-PER
Cội	NNP	I-NP	I-PER
.	CH	O	O

Tờ_mờ	A	B-AP	O
sáng	N	B-NP	O
,	CH	O	O
địch	N	B-NP	O
đổ	V	B-VP	O
quân	N	B-NP	O
trên	E	B-PP	O
toàn	A	B-AP	O
tuyến	N	B-NP	O
.	CH	O	O

Một	M	B-NP	O
mũi	N	B-NP	O
bộ_binh	N	B-NP	O
Mỹ	NNP	B-NP	B-LOC
có	V	B-VP	O
trên	N	B-NP	O
10	M	B-NP	O
xe_tăng	N	B-NP	O
yểm_hộ	V	B-VP	O
từ	E	B-PP	O
Bến	NNP	B-NP	B-LOC
Cát	NNP	I-NP	I-LOC
(	CH	O	O
Bình_Dương	NNP	B-NP	B-LOC
)	CH	O	O
vượt	V	B-VP	O
sông	N	B-NP	B-LOC
Sài_Gòn	NNP	I-NP	I-LOC
đánh	V	B-VP	O
thẳng	A	B-AP	O
vào	E	B-PP	O
Bàu	NNP	B-NP	B-LOC
Cạp	NNP	I-NP	I-LOC
.	CH	O	O

Tổ	N	B-NP	O
chiến_đấu	V	B-VP	O
của	E	B-PP	O
Phạm	NNP	B-NP	B-PER
Văn	NNP	I-NP	I-PER
Cội	NNP	I-NP	I-PER
không	R	O	O
nao_núng	V	B-VP	O
,	CH	O	O
vừa	R	O	O
lẩn	V	B-VP	O
giặc	N	B-NP	O
vừa	R	O	O
tìm	V	B-VP	O
thế	N	B-NP	O
đánh	V	B-VP	O
trả	V	B-VP	O
.	CH	O	O

Với	E	B-PP	O
những	L	B-NP	O
quả	N	B-NP	O
lựu_đạn	N	B-NP	O
tự_tạo	A	B-AP	O
,	CH	O	O
tổ	N	B-NP	O
của	E	B-PP	O
Phạm	NNP	B-NP	B-PER
Văn	NNP	I-NP	I-PER
Cội	NNP	I-NP	I-PER
đã	R	O	O
đánh	V	B-VP	O
bứt	V	B-VP	O
xích	N	B-NP	O
một	M	B-NP	O
chiếc	Nc	B-NP	O
xe_tăng	N	B-NP	O
khiến	V	B-VP	O
địch	N	B-NP	O
bối_rối	A	B-AP	O
làm	V	B-VP	O
mồi	N	B-NP	O
cho	E	B-PP	O
các	L	B-NP	O
tay	N	B-NP	O
bắn_tỉa	V	B-VP	O
xuất_quỉ_nhập_thần	X	O	O
.	CH	O	O

Du_kích	N	B-NP	O
rút	V	B-VP	O
êm	A	B-AP	O
xuống	V	B-VP	O
lòng	N	B-NP	O
đất	N	B-NP	O
.	CH	O	O

Địch	N	B-NP	O
bỏ	V	B-VP	O
lại	V	B-VP	O
một	M	B-NP	O
xe_tăng	N	B-NP	O
.	CH	O	O

Đây	P	B-NP	O
là	V	B-VP	O
trận	N	B-NP	O
đầu_tiên	A	B-AP	O
đi	V	B-VP	O
vào	E	B-PP	O
lịch_sử	N	B-NP	O
khi	N	B-NP	O
quân_dân	N	B-NP	O
Củ_Chi	NNP	B-NP	B-LOC
buộc	V	B-VP	O
xe_tăng	N	B-NP	O
địch	N	B-NP	O
bỏ_xác	V	B-VP	O
tại	E	B-PP	O
chiến_trường	N	B-NP	O
bằng	E	B-PP	O
...	CH	O	O
lựu_đạn	N	B-NP	O
.	CH	O	O

Bẻ	V	B-VP	O
gãy	A	B-AP	O
hai	M	B-NP	O
chiến_dịch	N	B-NP	O
""""	CH	O	O
Cái	Nc	B-NP	O
bẫy	N	B-NP	O
""""	CH	O	O
và	Cc	O	O
""""	CH	O	O
Bóc	V	B-VP	O
vỏ	N	B-NP	O
trái_đất	N	B-NP	O
""""	CH	O	O
.	CH	O	O

Toàn_bộ	L	B-NP	O
lực_lượng	N	B-NP	O
du_kích	N	B-NP	O
Củ_Chi	NNP	B-NP	B-LOC
những	L	B-NP	O
năm	N	B-NP	O
1966	M	B-NP	O
-	CH	O	O
1969	M	B-NP	O
gần_như	R	O	O
phải	V	B-VP	O
ở	V	B-VP	O
dưới	E	B-PP	O
địa_đạo	N	B-NP	O
nhiều	A	B-AP	O
hơn	A	B-AP	O
trên	E	B-PP	O
mặt_đất	N	B-NP	O
.	CH	O	O

Mùa	N	B-NP	O
khô	A	B-AP	O
còn	R	O	O
dễ_chịu	A	B-AP	O
.	CH	O	O

Mùa	N	B-NP	O
mưa	V	B-VP	O
bùn	N	B-NP	O
nước	N	B-NP	O
lầy_lội	A	B-AP	O
,	CH	O	O
lắm	A	B-AP	O
khi	N	B-NP	O
rắn_rết	N	B-NP	O
cũng	R	O	O
chen	V	B-VP	O
ở	V	B-VP	O
với	E	B-PP	O
người	N	B-NP	O
.	CH	O	O

Muỗi_mòng	N	B-NP	O
thì	C	O	O
nhiều	A	B-AP	O
vô_kể	R	O	O
.	CH	O	O

Sốt_rét	N	B-NP	O
,	CH	O	O
bệnh_tật	N	B-NP	O
cũng	R	O	O
tràn	V	B-VP	O
về	R	O	O
...	CH	O	O

Đầu	A	B-AP	O
năm	N	B-NP	O
1966	M	B-NP	O
,	CH	O	O
Mỹ	NNP	B-NP	B-LOC
đưa	V	B-VP	O
sư_đoàn	N	B-NP	B-ORG
25	M	I-NP	I-ORG
""""	CH	O	O
Tia	N	B-NP	O
chớp	N	B-NP	O
nhiệt_đới	N	B-NP	O
""""	CH	O	O
thiện_chiến	A	B-AP	O
và	Cc	O	O
nổi_tiếng	A	B-AP	O
tàn_bạo	A	B-AP	O
đến	V	B-VP	O
lập	V	B-VP	O
căn_cứ	N	B-NP	B-LOC
Đồng_Dù	NNP	I-NP	I-LOC
,	CH	O	O
sát_nách	A	B-AP	O
hệ_thống	N	B-NP	O
địa_đạo	N	B-NP	B-LOC
Bến	NNP	I-NP	I-LOC
Đình	NNP	I-NP	I-LOC
và	Cc	O	O
phối_hợp	V	B-VP	O
với	E	B-PP	O
đồn_bót	N	B-NP	O
xung_quanh	N	B-NP	O
,	CH	O	O
đặc_biệt	A	B-AP	O
là	C	O	O
huyện_lỵ	N	B-NP	B-LOC
Củ_Chi	NNP	I-NP	I-LOC
,	CH	O	O
tạo	V	B-VP	O
thế	N	B-NP	O
bao_vây	V	B-VP	O
khống_chế	V	B-VP	O
toàn_bộ	L	B-NP	O
căn_cứ	N	B-NP	O
.	CH	O	O

Cũng	R	O	O
thời_điểm	N	B-NP	O
này	P	B-NP	O
,	CH	O	O
chúng	P	B-NP	O
tung	V	B-VP	O
sư_đoàn	N	B-NP	B-ORG
1	M	I-NP	I-ORG
bộ_binh	N	B-NP	O
""""	CH	O	O
Anh	Ns	B-NP	B-ORG
Cả_Đỏ	NNP	I-NP	I-ORG
""""	CH	O	O
thực_hiện	V	B-VP	O
cuộc	N	B-NP	O
hành_quân	V	B-VP	O
mang	V	B-VP	O
tên	N	B-NP	O
Crimp	FW	B-NP	O
(	CH	O	O
cái	Nc	B-NP	O
bẫy	N	B-NP	O
)	CH	O	O
,	CH	O	O
càn_quét	V	B-VP	O
đánh_phá	V	B-VP	O
ác_liệt	A	B-AP	O
với	E	B-PP	O
mục_tiêu	N	B-NP	O
huỷ_diệt	V	B-VP	O
toàn_bộ	L	B-NP	O
lực_lượng	N	B-NP	O
Khu_uỷ	N	B-NP	O
,	CH	O	O
Bộ_tư_lệnh	N	B-NP	B-ORG
Quân_khu	N	I-NP	I-ORG
Sài_Gòn	NNP	I-NP	I-ORG
-	CH	I-NP	I-ORG
Chợ_Lớn	NNP	I-NP	I-ORG
(	CH	O	O
địa_đạo	N	B-NP	B-LOC
Bến	NNP	I-NP	I-LOC
Dược	NNP	I-NP	I-LOC
)	CH	O	O
và	Cc	O	O
Huyện_uỷ	N	B-NP	B-LOC
Củ_Chi	NNP	I-NP	I-LOC
(	CH	O	O
địa_đạo	N	B-NP	B-LOC
Bến	NNP	I-NP	I-LOC
Đình	NNP	I-NP	I-LOC
)	CH	O	O
.	CH	O	O

Rạng	A	B-AP	O
sáng	N	B-NP	O
8-1-1966	M	B-NP	O
,	CH	O	O
đất_trời	N	B-NP	O
Củ_Chi	NNP	B-NP	B-LOC
rung_chuyển	V	B-VP	O
bởi	E	B-PP	O
cuộc	N	B-NP	O
đổ_bộ	V	B-VP	O
của	E	B-PP	O
12.000	M	B-NP	O
bộ_binh	N	B-NP	O
Mỹ	NNP	B-NP	B-LOC
phối_hợp	V	B-VP	O
không_quân	N	B-NP	O
,	CH	O	O
xe_tăng	N	B-NP	O
,	CH	O	O
pháo_binh	N	B-NP	O
ồ_ạt	A	B-AP	O
tấn_công	V	B-VP	O
.	CH	O	O

Quân	N	B-NP	O
du_kích	N	B-NP	O
vừa	R	O	O
đánh	V	B-VP	O
vừa	R	O	O
lui	V	B-VP	O
trước	E	B-PP	O
thế	N	B-NP	O
tấn_công	V	B-VP	O
biển	N	B-NP	O
người	N	B-NP	O
của	E	B-PP	O
địch	N	B-NP	O
.	CH	O	O

Cả	P	B-NP	O
vùng	N	B-NP	O
rộng_lớn	A	B-AP	O
bắc	N	B-NP	O
Củ_Chi	NNP	B-NP	B-LOC
thành	V	B-VP	O
một	M	B-NP	O
chiến_trường	N	B-NP	O
khổng_lồ	A	B-AP	O
.	CH	O	O

Ở	E	B-PP	O
từng	R	O	O
ngóc_ngách	N	B-NP	O
địa_đạo	N	B-NP	O
,	CH	O	O
dưới	E	B-PP	O
mỗi	L	B-NP	O
gốc	N	B-NP	O
cây	N	B-NP	O
,	CH	O	O
ụ	Nc	B-NP	O
đất	N	B-NP	O
,	CH	O	O
bìa	Nc	B-NP	O
rừng	N	B-NP	O
,	CH	O	O
bất_cứ	R	O	O
chỗ	N	B-NP	O
nào	P	B-NP	O
cũng	R	O	O
là	V	B-VP	O
một	M	B-NP	O
ổ_đề_kháng	N	B-NP	O
.	CH	O	O

Lối	N	B-NP	O
đánh	V	B-VP	O
thoắt_ẩn_thoắt_hiện	X	O	O
xuất_quỉ_nhập_thần	X	O	O
bắt_đầu	V	B-VP	O
từ	E	B-PP	O
lòng	N	B-NP	O
đất	N	B-NP	O
được	V	B-VP	O
nhân	V	B-VP	O
rộng	A	B-AP	O
ra	R	O	O
trên	E	B-PP	O
toàn	A	B-AP	O
chiến_trường	N	B-NP	O
khiến	V	B-VP	O
quân	N	B-NP	O
Mỹ	NNP	B-NP	B-LOC
hoang_mang	V	B-VP	O
tột_độ	A	B-AP	O
.	CH	O	O

Chúng	P	B-NP	O
dùng	V	B-VP	O
bom	N	B-NP	O
rải_thảm	V	B-VP	O
nhưng	C	O	O
hệ_thống	N	B-NP	O
địa_đạo	N	B-NP	O
như	C	O	O
sợi	N	B-NP	O
tơ	N	B-NP	O
trong	E	B-PP	O
lòng	N	B-NP	O
đất	N	B-NP	O
,	CH	O	O
không	R	O	O
tài	N	B-NP	O
nào	P	B-NP	O
biết	V	B-VP	O
đâu	P	B-NP	O
mà	C	O	O
đánh_phá	V	B-VP	O
.	CH	O	O

Núng	A	B-AP	O
thế	N	B-NP	O
,	CH	O	O
chúng	P	B-NP	O
bèn	V	B-VP	O
dùng	V	B-VP	O
máy	N	B-NP	O
bơm	V	B-VP	O
nước	N	B-NP	O
vào	E	B-PP	O
lòng	N	B-NP	O
địa_đạo	N	B-NP	O
với	E	B-PP	O
niềm	N	B-NP	O
hoan_hỉ	A	B-AP	O
là	C	O	O
du_kích	N	B-NP	O
quân	N	B-NP	O
sẽ	R	O	O
...	CH	O	O
chết_ngạt	V	B-VP	O
!	CH	O	O

Chúng	P	B-NP	O
không	R	O	O
hề	T	O	O
biết	V	B-VP	O
rằng	R	O	O
một_số	L	B-NP	O
cửa_ngõ	N	B-NP	O
của	E	B-PP	O
địa_đạo	N	B-NP	O
được	V	B-VP	O
thông	V	B-VP	O
ra	V	B-VP	O
lòng	N	B-NP	O
sông	N	B-NP	B-LOC
Sài_Gòn	NNP	I-NP	I-LOC
.	CH	O	O

Vậy	P	B-NP	O
là	C	O	O
nước	N	B-NP	O
lại	R	O	O
về	V	B-VP	O
với	E	B-PP	O
sông	N	B-NP	O
.	CH	O	O

""""	CH	O	O
Anh_em	N	B-NP	O
tụi	Ne	B-NP	O
tui	P	B-NP	O
được	V	B-VP	O
Mỹ	NNP	B-NP	B-LOC
nó	P	B-NP	O
tắm	V	B-VP	O
cho	R	O	O
,	CH	O	O
sướng	A	B-AP	O
quá	R	O	O
!	CH	O	O
""""	CH	O	O
,	CH	O	O
ông	Ns	B-NP	O
Út	NNP	B-NP	B-PER
,	CH	O	O
ông	Ns	B-NP	O
Tư	NNP	B-NP	B-PER
,	CH	O	O
ông	Ns	B-NP	O
Chín	NNP	B-NP	B-PER
nhe	V	B-VP	O
hàm_răng	N	B-NP	O
rơi_rụng	V	B-VP	O
cười	V	B-VP	O
ló	V	B-VP	O
lợi	N	B-NP	O
!	CH	O	O

Tổn_thất	V	B-VP	O
nặng_nề	A	B-AP	O
,	CH	O	O
sau	N	B-NP	O
11	M	B-NP	O
ngày	N	B-NP	O
giơ	V	B-VP	O
lưng	N	B-NP	O
cho	E	B-PP	O
quân	N	B-NP	O
du_kích	N	B-NP	O
nện	V	B-VP	O
,	CH	O	O
ngày	N	B-NP	O
19-1	M	B-NP	O
địch	N	B-NP	O
quyết_định	V	B-VP	O
dừng	V	B-VP	O
chiến_dịch	N	B-NP	O
Cái	Nc	B-NP	O
bẫy	N	B-NP	O
.	CH	O	O

Toàn_bộ	L	B-NP	O
chiến_dịch	N	B-NP	O
,	CH	O	O
quân	N	B-NP	O
địch	N	B-NP	O
chỉ	R	O	O
phá_huỷ	V	B-VP	O
được	R	O	O
70	M	B-NP	O
m	Nu	B-NP	O
địa_đạo	N	B-NP	O
trong	E	B-PP	O
khi	N	B-NP	O
có	V	B-VP	O
1.600	M	B-NP	O
tên	N	B-NP	O
bỏ_mạng	V	B-VP	O
và	Cc	O	O
thương_vong	V	B-VP	O
,	CH	O	O
77	M	B-NP	O
xe_tăng	N	B-NP	O
và	Cc	O	O
thiết_giáp	N	B-NP	O
bị	V	B-VP	O
phá_huỷ	V	B-VP	O
,	CH	O	O
84	M	B-NP	O
máy_bay	N	B-NP	O
bị	V	B-VP	O
bắn	V	B-VP	O
rơi	V	B-VP	O
.	CH	O	O

Cái	Nc	B-NP	O
bẫy	N	B-NP	O
""""	CH	O	O
sập	V	B-VP	O
lại	V	B-VP	O
""""	CH	O	O
và	Cc	O	O
chính	T	O	O
bọn	Ne	B-NP	O
Mỹ	NNP	B-NP	B-LOC
đã	R	O	O
đưa	V	B-VP	O
mình	P	B-NP	O
vào	E	B-PP	O
rọ	N	B-NP	O
.	CH	O	O

Đúng	A	B-AP	O
một	M	B-NP	O
năm	N	B-NP	O
sau	N	B-NP	O
đó	P	B-NP	O
,	CH	O	O
tháng	N	B-NP	O
1-1967	M	B-NP	O
,	CH	O	O
địch	N	B-NP	O
mở	V	B-VP	O
cuộc	N	B-NP	O
hành_quân	V	B-VP	O
mang	V	B-VP	O
tên	N	B-NP	O
Cedar_Fall	NNP	B-NP	O
(	CH	O	O
bóc	V	B-VP	O
vỏ	N	B-NP	O
trái_đất	N	B-NP	O
)	CH	O	O
,	CH	O	O
không	R	O	O
giấu	V	B-VP	O
ý_đồ	N	B-NP	O
xới	V	B-VP	O
tung	V	B-VP	O
đất	N	B-NP	O
Củ_Chi	NNP	B-NP	B-LOC
,	CH	O	O
lật	V	B-VP	O
từng	R	O	O
ngọn	Nc	B-NP	O
cỏ	N	B-NP	O
để	E	B-PP	O
truy	V	B-VP	O
diệt	A	B-AP	O
hết	V	B-VP	O
quân	N	B-NP	O
du_kích	N	B-NP	O
.	CH	O	O

Lần	N	B-NP	O
này	P	B-NP	O
chúng	P	B-NP	O
huy_động	V	B-VP	O
30.000	M	B-NP	O
quân	N	B-NP	O
,	CH	O	O
gấp	V	B-VP	O
2,5	M	B-NP	O
lần	N	B-NP	O
chiến_dịch	N	B-NP	O
Cái	Nc	B-NP	O
bẫy	N	B-NP	O
,	CH	O	O
được	V	B-VP	O
trang_bị	V	B-VP	O
tận	T	O	O
răng	N	B-NP	O
và	Cc	O	O
sự	N	B-NP	O
yểm_trợ	V	B-VP	O
của	E	B-PP	O
máy_bay	N	B-NP	O
,	CH	O	O
xe_tăng	N	B-NP	O
,	CH	O	O
thiết_giáp	N	B-NP	O
,	CH	O	O
pháo_binh	N	B-NP	O
,	CH	O	O
đánh_phá	V	B-VP	O
khốc_liệt	A	B-AP	O
vào	E	B-PP	O
vùng	N	B-NP	O
""""	CH	O	O
tam_giác	N	B-NP	O
sắt	N	B-NP	O
""""	CH	O	O
.	CH	O	O

Trong	E	B-PP	O
chiến_dịch	N	B-NP	O
này	P	B-NP	O
,	CH	O	O
chúng	P	B-NP	O
dùng	V	B-VP	O
""""	CH	O	O
đội	N	B-NP	O
quân	N	B-NP	O
chuột_cống	N	B-NP	O
""""	CH	O	O
sục	V	B-VP	O
tìm	V	B-VP	O
địa_đạo	N	B-NP	O
và	Cc	O	O
bơm	V	B-VP	O
khí	N	B-NP	O
độc	A	B-AP	O
vào	E	B-PP	O
;	CH	O	O
dùng	V	B-VP	O
chất_nổ	N	B-NP	O
phá_huỷ	V	B-VP	O
từng	P	B-NP	O
đoạn	N	B-NP	O
địa_đạo	N	B-NP	O
...	CH	O	O

Tuy_nhiên	C	O	O
,	CH	O	O
thành_luỹ	N	B-NP	O
trong	E	B-PP	O
lòng	N	B-NP	O
đất	N	B-NP	O
càng	R	O	O
vững_vàng	A	B-AP	O
hơn	A	B-AP	O
bao_giờ	P	B-NP	O
hết	T	O	O
.	CH	O	O

Những	L	B-NP	O
túi	N	B-NP	O
gạo	N	B-NP	O
rang	V	B-VP	O
trộn	V	B-VP	O
đường	N	B-NP	O
đã	R	O	O
được	V	B-VP	O
tập_kết	V	B-VP	O
trong	E	B-PP	O
những	L	B-NP	O
kho	N	B-NP	O
bí_mật	A	B-AP	O
dưới	E	B-PP	O
địa_đạo	N	B-NP	O
giúp	V	B-VP	O
quân	N	B-NP	O
ta	P	B-NP	O
có_thể	R	O	O
ung_dung	A	B-AP	O
sống	V	B-VP	O
cả	T	O	O
chục	M	B-NP	O
ngày	N	B-NP	O
và	Cc	O	O
thỉnh_thoảng	R	O	O
tổ_chức	V	B-VP	O
phản_kích	V	B-VP	O
lẻ_tẻ	A	B-AP	O
ở	E	B-PP	O
bất_kỳ	R	O	O
đâu_đó	P	B-NP	O
.	CH	O	O

Đêm	N	B-NP	O
,	CH	O	O
đội	N	B-NP	O
quân	N	B-NP	O
từ	E	B-PP	O
mặt_đất	N	B-NP	O
toả	V	B-VP	O
lên	V	B-VP	O
đặt	V	B-VP	O
mìn	N	B-NP	O
gạt	V	B-VP	O
,	CH	O	O
gài	V	B-VP	O
chông	N	B-NP	O
.	CH	O	O

Những	L	B-NP	O
quả	N	B-NP	O
mìn	N	B-NP	O
gạt	A	B-AP	O
của	E	B-PP	O
anh_hùng	N	B-NP	O
Tô	NNP	B-NP	B-PER
Văn	NNP	I-NP	I-PER
Đực	NNP	I-NP	I-PER
chế_tạo	V	B-VP	O
được	V	B-VP	O
cài	V	B-VP	O
khắp	A	B-AP	O
nơi	N	B-NP	O
trên	E	B-PP	O
chiến_trường	N	B-NP	O
khiến	V	B-VP	O
quân	N	B-NP	O
địch	N	B-NP	O
tổn_thất	V	B-VP	O
nặng_nề	A	B-AP	O
.	CH	O	O

Chỉ	R	O	O
sau	N	B-NP	O
20	M	B-NP	O
ngày	N	B-NP	O
càn_quét	V	B-VP	O
,	CH	O	O
địch	N	B-NP	O
buộc	V	B-VP	O
phải	V	B-VP	O
kết_thúc	V	B-VP	O
sớm	A	B-AP	O
chiến_dịch	N	B-NP	O
với	E	B-PP	O
số	N	B-NP	O
thương_vong	N	B-NP	O
gấp	V	B-VP	O
đôi	M	B-NP	O
chiến_dịch	N	B-NP	O
Cái	Nc	B-NP	O
Bẫy	N	B-NP	O
:	CH	O	O
3.500	M	B-NP	O
tên	N	B-NP	O
chết	V	B-VP	O
và	Cc	O	O
bị_thương	V	B-VP	O
,	CH	O	O
130	M	B-NP	O
xe_tăng	N	B-NP	O
,	CH	O	O
28	M	B-NP	O
máy_bay	N	B-NP	O
bị	V	B-VP	O
phá_huỷ	V	B-VP	O
.	CH	O	O

Những	L	B-NP	O
anh_hùng	N	B-NP	O
trên	E	B-PP	O
đất	N	B-NP	O
thép	N	B-NP	O
.	CH	O	O

Người	Ns	B-NP	O
du_kích	N	B-NP	O
năm	N	B-NP	O
xưa	A	B-AP	O
Võ	NNP	B-NP	B-PER
Văn	NNP	I-NP	I-PER
Cậm	NNP	I-NP	I-PER
(	CH	O	O
Tư	NNP	B-NP	B-PER
Cậm	NNP	I-NP	I-PER
)	CH	O	O
chỉ	V	B-VP	O
tay	N	B-NP	O
về	E	B-PP	O
